household_id,adult_id,job_cat,pro_contacts,company_id
465,1144,Transportation,1077,2
465,1145,Administration_schools,43,7
466,1146,,0,
466,1147,Shops_other,1,39
467,1148,,0,
467,1149,Shops_other,6,109
467,1150,Hotel_Restaurant,103,8
467,1151,,0,
467,1152,Services_other,1040,220
467,1153,Services_other,458,200
468,1154,Construction,2,55
468,1155,Services_other,572,209
469,1156,,0,
469,1157,,0,
470,1158,Services_other,1050,237
470,1159,Agriculture_fishing,2,52
470,1160,,0,
471,1161,,0,
471,1162,,0,
472,1163,,0,
472,1164,Health,41,6
473,1165,Hotel_Restaurant,21,31
473,1166,Administration_schools,134,36
474,1167,Administration_schools,32,1
474,1168,Indus_other,33,0
475,1169,Services_other,1444,147
475,1170,,0,
475,1171,,0,
475,1172,Administration_schools,119,62
475,1173,,0,
476,1174,,0,
476,1175,Administration_schools,36,27
477,1176,Administration_schools,15,44
477,1177,Services_other,939,214
477,1178,Shops_other,8,81
477,1179,Services_other,761,152
478,1180,Administration_schools,69,36
478,1181,,0,
479,1182,,0,
479,1183,,0,
479,1184,Services_other,950,142
480,1185,Construction,3,64
480,1186,Health,20,2
480,1187,,0,
481,1188,Services_other,1335,100
481,1189,Services_other,315,52
481,1190,,0,
482,1191,,0,
482,1192,Administration_schools,59,18
483,1193,Services_other,688,199
483,1194,,0,
484,1195,Transportation,965,5
484,1196,,0,
485,1197,Administration_schools,148,41
485,1198,,0,
486,1199,,0,
486,1200,,0,
487,1201,Services_other,660,81
487,1202,Construction,2,57
487,1203,Administration_schools,39,58
488,1204,Health,183,8
488,1205,,0,
489,1206,,0,
489,1207,,0,
490,1208,Services_other,275,221
490,1209,,0,
491,1210,Services_other,1339,183
491,1211,Services_other,1123,207
492,1212,,0,
492,1213,Construction,0,36
493,1214,Agriculture_fishing,0,53
493,1215,,0,
494,1216,Administration_schools,65,54
494,1217,Construction,2,8
495,1218,Administration_schools,119,49
495,1219,Administration_schools,69,41
496,1220,Services_other,1221,181
496,1221,Administration_schools,23,79
496,1222,Services_other,1132,194
497,1223,Services_other,1056,33
497,1224,Transportation,203,13
498,1225,Administration_schools,104,74
498,1226,Services_other,950,69
499,1227,,0,
499,1228,Indus_other,55,34
500,1229,,0,
500,1230,,0,
500,1231,Construction,2,58
501,1232,Health,197,8
501,1233,Services_other,962,195
501,1234,Construction,2,84
502,1235,Health,242,0
502,1236,,0,
503,1237,Shops_other,2,38
503,1238,Services_other,483,182
504,1239,,0,
504,1240,Hotel_Restaurant,4,16
505,1241,Administration_schools,148,22
505,1242,Transportation,708,16
505,1243,,0,
506,1244,Services_other,295,18
506,1245,Shops_other,9,101
507,1246,Services_other,1420,33
507,1247,Administration_schools,13,37
508,1248,Construction,1,32
508,1249,,0,
508,1250,Administration_schools,46,69
509,1251,,0,
509,1252,,0,
509,1253,Services_other,1485,234
510,1254,,0,
510,1255,,0,
510,1256,,0,
511,1257,,0,
511,1258,Agriculture_fishing,1,3
512,1259,,0,
512,1260,,0,
512,1261,Indus_other,45,13
513,1262,Services_other,881,83
513,1263,,0,
514,1264,Shops_other,8,25
514,1265,Agriculture_fishing,3,45
515,1266,,0,
515,1267,Shops_other,4,50
516,1268,,0,
516,1269,Shops_other,4,76
517,1270,Shops_other,11,41
517,1271,,0,
518,1272,,0,
518,1273,Transportation,567,10
519,1274,Services_other,532,190
519,1275,,0,
520,1276,Administration_schools,112,47
520,1277,Transportation,368,20
521,1278,,0,
521,1279,,0,
522,1280,Services_other,309,33
522,1281,Transportation,94,17
523,1282,Indus_other,56,8
523,1283,Administration_schools,31,60
524,1284,Transportation,63,15
524,1285,Health,110,5
524,1286,,0,
524,1287,Administration_schools,116,42
524,1288,Construction,2,35
525,1289,,0,
525,1290,Administration_schools,33,4
526,1291,Services_other,493,126
526,1292,,0,
527,1293,Services_other,83,103
527,1294,,0,
527,1295,,0,
527,1296,Indus_other,58,34
528,1297,,0,
528,1298,Administration_schools,12,56
529,1299,,0,
529,1300,Construction,2,20
530,1301,Administration_schools,140,8
530,1302,Indus_other,20,10
531,1303,Shops_other,2,110
531,1304,Indus_other,71,22
532,1305,,0,
532,1306,,0,
532,1307,Shops_other,8,41
533,1308,,0,
533,1309,,0,
534,1310,,0,
534,1311,Shops_other,8,45
534,1312,Indus_other,46,35
535,1313,,0,
535,1314,Indus_other,74,28
535,1315,Shops_other,7,115
535,1316,Services_other,1354,162
535,1317,,0,
535,1318,Indus_other,27,33
536,1319,Hotel_Restaurant,6,43
536,1320,,0,
537,1321,Administration_schools,146,17
537,1322,Services_other,611,218
537,1323,Health,212,1
537,1324,,0,
538,1325,Construction,2,75
538,1326,Services_other,1132,182
539,1327,Shops_other,14,120
539,1328,Indus_other,19,31
539,1329,,0,
540,1330,Administration_schools,110,12
540,1331,Indus_other,54,22
541,1332,,0,
541,1333,Services_other,117,64
542,1334,,0,
542,1335,Administration_schools,31,43
543,1336,Services_other,884,62
543,1337,,0,
544,1338,,0,
544,1339,Services_other,1140,189
544,1340,Construction,1,15
545,1341,,0,
545,1342,Transportation,288,15
546,1343,Administration_schools,72,66
546,1344,Administration_schools,140,57
546,1345,Administration_schools,40,37
546,1346,Services_other,1243,228
546,1347,Hotel_Restaurant,83,2
546,1348,Shops_other,5,84
547,1349,Health,285,2
547,1350,,0,
548,1351,Services_other,590,120
548,1352,,0,
548,1353,,0,
549,1354,Indus_other,73,34
549,1355,,0,
550,1356,Hotel_Restaurant,71,27
550,1357,Administration_schools,73,61
550,1358,Administration_schools,108,73
550,1359,,0,
551,1360,Services_other,1014,193
551,1361,Construction,3,34
552,1362,,0,
552,1363,,0,
552,1364,,0,
552,1365,Health,253,5
553,1366,Administration_schools,122,50
553,1367,Services_other,954,76
554,1368,,0,
554,1369,,0,
555,1370,Services_other,260,105
555,1371,,0,
556,1372,Indus_other,68,13
556,1373,Health,108,4
557,1374,Shops_other,8,22
557,1375,Administration_schools,124,13
558,1376,Administration_schools,59,65
558,1377,Administration_schools,143,51
558,1378,Construction,2,19
559,1379,,0,
559,1380,Construction,3,22
559,1381,Construction,2,31
560,1382,Administration_schools,28,81
560,1383,,0,
561,1384,Shops_other,7,14
561,1385,Shops_other,7,37
562,1386,Indus_other,50,10
562,1387,,0,
563,1388,,0,
563,1389,Agriculture_fishing,0,60
564,1390,Administration_schools,34,55
564,1391,Shops_other,1,13
564,1392,Health,13,0
564,1393,,0,
565,1394,Shops_other,14,82
565,1395,,0,
566,1396,Administration_schools,44,65
566,1397,Indus_other,27,3
567,1398,,0,
567,1399,Hotel_Restaurant,149,14
567,1400,Shops_other,14,85
568,1401,Construction,0,39
568,1402,Administration_schools,119,11
569,1403,,0,
569,1404,Administration_schools,103,72
569,1405,,0,
569,1406,,0,
570,1407,Administration_schools,66,73
570,1408,,0,
571,1409,Indus_other,36,4
571,1410,,0,
572,1411,Services_other,544,153
572,1412,Shops_market_food,1,3
573,1413,,0,
573,1414,Administration_schools,86,41
574,1415,,0,
574,1416,Administration_schools,96,10
575,1417,Administration_schools,92,45
575,1418,Administration_schools,29,40
575,1419,Construction,2,45
576,1420,Indus_other,53,20
576,1421,Shops_other,8,77
576,1422,Health,90,5
576,1423,,0,
576,1424,Hotel_Restaurant,100,12
576,1425,,0,
577,1426,Indus_food,31,4
577,1427,Services_other,1432,30
578,1428,,0,
578,1429,Health,151,3
578,1430,Construction,1,40
579,1431,Health,146,5
579,1432,Shops_other,7,5
580,1433,Administration_schools,117,47
580,1434,Shops_other,14,78
581,1435,Administration_schools,114,22
581,1436,Hotel_Restaurant,109,9
581,1437,Indus_other,60,9
582,1438,Administration_schools,94,26
582,1439,,0,
583,1440,Health,257,5
583,1441,Services_other,730,120
584,1442,Construction,2,34
584,1443,Construction,3,69
584,1444,Administration_schools,62,36
585,1445,,0,
585,1446,Health,48,3
586,1447,Indus_other,23,28
586,1448,,0,
586,1449,Services_other,1062,155
587,1450,,0,
587,1451,,0,
587,1452,Services_other,1258,68
588,1453,,0,
588,1454,,0,
589,1455,Health,230,7
589,1456,,0,
590,1457,Administration_schools,92,75
590,1458,Indus_other,29,30
591,1459,Construction,1,79
591,1460,,0,
591,1461,,0,
592,1462,Services_other,153,23
592,1463,Shops_other,10,10
593,1464,Administration_schools,98,53
593,1465,Indus_other,38,10
594,1466,Services_other,385,201
594,1467,,0,
595,1468,Indus_other,64,28
595,1469,,0,
596,1470,Administration_schools,42,30
596,1471,Services_other,1252,51
596,1472,Health,228,6
597,1473,,0,
597,1474,Administration_schools,8,31
598,1475,,0,
598,1476,Indus_other,52,12
598,1477,Construction,2,9
599,1478,Health,240,3
599,1479,Construction,2,68
599,1480,,0,
599,1481,Services_other,1125,185
599,1482,Health,52,8
600,1483,Health,29,3
600,1484,Shops_other,10,40
601,1485,,0,
601,1486,Administration_schools,143,73
602,1487,Health,208,6
602,1488,,0,
603,1489,Indus_other,69,12
603,1490,Services_other,265,14
603,1491,Indus_other,62,35
604,1492,Administration_schools,38,37
604,1493,,0,
605,1494,Administration_schools,66,7
605,1495,Administration_schools,137,13
606,1496,,0,
606,1497,,0,
607,1498,Administration_schools,147,66
607,1499,Administration_schools,147,76
608,1500,Administration_schools,94,11
608,1501,,0,
608,1502,Administration_schools,90,67
609,1503,Shops_other,7,107
609,1504,Shops_other,8,42
610,1505,,0,
610,1506,,0,
610,1507,Health,22,2
610,1508,,0,
610,1509,Hotel_Restaurant,123,15
611,1510,,0,
611,1511,Transportation,1102,12
612,1512,Administration_schools,43,29
612,1513,Services_other,8,100
613,1514,Administration_schools,19,46
613,1515,,0,
614,1516,Services_other,127,17
614,1517,Services_other,305,30
615,1518,,0,
615,1519,,0,
615,1520,Administration_schools,134,4
615,1521,Administration_schools,124,22
615,1522,Services_other,1382,163
615,1523,Transportation,641,15
615,1524,Administration_schools,73,29
616,1525,,0,
616,1526,Shops_other,5,69
616,1527,Administration_schools,89,17
617,1528,Administration_schools,104,60
617,1529,Administration_schools,18,34
618,1530,Shops_other,2,78
618,1531,,0,
619,1532,,0,
619,1533,Administration_schools,39,58
620,1534,,0,
620,1535,Services_other,70,25
620,1536,Construction,2,51
621,1537,,0,
621,1538,Services_other,1337,26
621,1539,,0,
622,1540,Hotel_Restaurant,73,26
622,1541,Construction,1,9
623,1542,Shops_other,10,79
623,1543,Services_other,494,9
624,1544,,0,
624,1545,Indus_other,73,4
625,1546,Administration_schools,36,2
625,1547,Health,56,3
626,1548,Indus_other,56,5
626,1549,Health,133,3
627,1550,Health,103,7
627,1551,,0,
628,1552,Services_other,958,177
628,1553,,0,
629,1554,,0,
629,1555,Indus_other,49,17
630,1556,,0,
630,1557,Administration_schools,92,58
631,1558,,0,
631,1559,Indus_other,30,21
631,1560,Services_other,1048,110
632,1561,Health,136,5
632,1562,Indus_other,37,26
633,1563,Services_other,751,168
633,1564,,0,
633,1565,Health,15,1
634,1566,,0,
634,1567,Indus_food,56,4
635,1568,Administration_schools,129,50
635,1569,,0,
635,1570,Construction,1,22
636,1571,Construction,2,11
636,1572,,0,
636,1573,Indus_other,19,23
636,1574,,0,
637,1575,Administration_schools,106,46
637,1576,,0,
638,1577,Services_other,886,55
638,1578,Services_other,1321,129
638,1579,Administration_schools,113,33
639,1580,,0,
639,1581,Construction,2,39
640,1582,Transportation,916,4
640,1583,,0,
640,1584,Shops_other,13,70
641,1585,Construction,2,2
641,1586,,0,
642,1587,,0,
642,1588,Administration_schools,46,7
642,1589,Agriculture_fishing,3,19
643,1590,Administration_schools,35,78
643,1591,,0,
644,1592,Shops_other,6,86
644,1593,Transportation,421,18
645,1594,Services_other,646,212
645,1595,Hotel_Restaurant,53,41
646,1596,Transportation,226,2
646,1597,Health,161,4
647,1598,,0,
647,1599,Construction,1,23
647,1600,Services_other,1099,110
648,1601,Shops_other,1,111
648,1602,Administration_schools,120,42
648,1603,Services_other,688,133
649,1604,,0,
649,1605,Administration_schools,103,79
650,1606,,0,
650,1607,Administration_schools,136,3
651,1608,Services_other,70,179
651,1609,,0,
652,1610,Administration_schools,125,69
652,1611,Hotel_Restaurant,145,37
652,1612,Indus_food,56,7
653,1613,Indus_other,44,7
653,1614,,0,
654,1615,Health,111,7
654,1616,Indus_other,15,34
655,1617,,0,
655,1618,Health,49,6
656,1619,Administration_schools,105,19
656,1620,Administration_schools,104,60
656,1621,,0,
657,1622,Agriculture_fishing,1,65
657,1623,,0,
657,1624,,0,
658,1625,Administration_schools,60,25
658,1626,,0,
659,1627,,0,
659,1628,Administration_schools,85,7
660,1629,,0,
660,1630,,0,
661,1631,Health,231,0
661,1632,,0,
662,1633,Administration_schools,49,70
662,1634,Administration_schools,55,23
662,1635,,0,
663,1636,Indus_other,16,15
663,1637,,0,
664,1638,,0,
664,1639,Indus_other,43,16
665,1640,Administration_schools,126,5
665,1641,Agriculture_fishing,0,5
666,1642,,0,
666,1643,Services_other,536,149
666,1644,Services_other,1458,190
667,1645,,0,
667,1646,Shops_market_food,1,15
668,1647,Transportation,1317,20
668,1648,Health,143,0
669,1649,Shops_other,10,52
669,1650,Services_other,985,44
669,1651,Shops_market_food,1,7
670,1652,Administration_schools,112,26
670,1653,,0,
671,1654,Services_other,1184,28
671,1655,Administration_schools,19,68
672,1656,Indus_other,58,13
672,1657,Administration_schools,14,33
673,1658,,0,
673,1659,Services_other,827,170
673,1660,Shops_other,6,43
674,1661,Indus_other,30,20
674,1662,Administration_schools,82,17
674,1663,,0,
675,1664,Agriculture_fishing,2,45
675,1665,,0,
676,1666,,0,
676,1667,,0,
677,1668,Indus_other,47,18
677,1669,Health,64,1
678,1670,Transportation,1233,10
678,1671,Services_other,176,42
678,1672,,0,
678,1673,,0,
679,1674,Administration_schools,49,52
679,1675,Administration_schools,32,60
680,1676,Administration_schools,79,30
680,1677,,0,
681,1678,Shops_other,11,56
681,1679,Services_other,1345,50
682,1680,Shops_other,0,66
682,1681,,0,
683,1682,,0,
683,1683,Administration_schools,135,1
684,1684,Administration_schools,6,22
684,1685,,0,
685,1686,Indus_other,42,6
685,1687,Administration_schools,121,21
686,1688,,0,
686,1689,Transportation,595,20
687,1690,Agriculture_fishing,2,71
687,1691,Shops_other,13,73
687,1692,Shops_other,10,74
687,1693,Services_other,151,142
687,1694,Shops_other,11,117
687,1695,,0,
688,1696,Shops_other,12,54
688,1697,Administration_schools,95,49
689,1698,,0,
689,1699,Administration_schools,75,26
690,1700,Services_other,1404,189
690,1701,Indus_other,31,25
691,1702,,0,
691,1703,,0,
692,1704,Services_other,806,65
692,1705,,0,
693,1706,Services_other,699,37
693,1707,,0,
693,1708,,0,
694,1709,Services_other,153,109
694,1710,,0,
695,1711,Administration_schools,46,20
695,1712,,0,
695,1713,,0,
695,1714,Services_other,1256,247
696,1715,Construction,1,63
696,1716,Transportation,469,0
696,1717,Indus_other,30,25
697,1718,,0,
697,1719,Shops_other,13,83
698,1720,Services_other,1364,141
698,1721,Indus_food,65,0
699,1722,Health,280,7
699,1723,Shops_other,6,84
700,1724,Hotel_Restaurant,18,43
700,1725,Services_other,760,123
701,1726,Services_other,635,120
701,1727,Construction,2,19
701,1728,Indus_other,63,31
701,1729,Hotel_Restaurant,124,33
702,1730,Services_other,393,28
702,1731,Health,292,3
703,1732,Construction,2,10
703,1733,,0,
703,1734,Administration_schools,66,51
703,1735,Services_other,1097,184
704,1736,,0,
704,1737,,0,
705,1738,Health,188,5
705,1739,Construction,3,70
705,1740,Indus_other,30,36
706,1741,Health,144,4
706,1742,,0,
706,1743,,0,
707,1744,Administration_schools,8,47
707,1745,,0,
707,1746,Services_other,421,142
707,1747,Services_other,980,37
708,1748,Shops_other,7,90
708,1749,Shops_other,4,114
709,1750,,0,
709,1751,Health,196,7
710,1752,Shops_other,7,47
710,1753,Services_other,690,226
711,1754,Indus_other,64,27
711,1755,Transportation,648,11
712,1756,Services_other,550,88
712,1757,,0,
713,1758,,0,
713,1759,Indus_other,30,1
713,1760,Administration_schools,109,3
714,1761,,0,
714,1762,,0,
715,1763,Health,258,0
715,1764,,0,
716,1765,,0,
716,1766,,0,
717,1767,Construction,2,5
717,1768,Transportation,1119,15
718,1769,Shops_other,8,112
718,1770,Services_other,394,137
719,1771,Transportation,1420,9
719,1772,,0,
719,1773,Administration_schools,13,33
720,1774,Indus_other,58,12
720,1775,Administration_schools,65,38
721,1776,,0,
721,1777,,0,
722,1778,Services_other,235,5
722,1779,Services_other,496,78
723,1780,Construction,1,48
723,1781,Indus_other,32,18
724,1782,,0,
724,1783,Transportation,159,6
725,1784,Shops_other,12,70
725,1785,,0,
726,1786,Services_other,482,249
726,1787,Shops_other,14,41
727,1788,Shops_other,15,78
727,1789,,0,
727,1790,Services_other,722,34
728,1791,,0,
728,1792,,0,
728,1793,,0,
729,1794,Administration_schools,113,25
729,1795,Transportation,879,18
730,1796,Construction,2,11
730,1797,Indus_food,30,4
731,1798,Indus_other,70,34
731,1799,,0,
732,1800,,0,
732,1801,,0,
733,1802,Administration_schools,73,72
733,1803,Health,159,3
734,1804,Shops_other,15,26
734,1805,Administration_schools,120,61
735,1806,Indus_other,56,29
735,1807,,0,
736,1808,,0,
736,1809,Hotel_Restaurant,148,36
737,1810,Shops_other,2,70
737,1811,Shops_market_food,1,16
738,1812,Services_other,662,208
738,1813,Administration_schools,45,54
739,1814,,0,
739,1815,,0,
740,1816,Services_other,1313,156
740,1817,Health,159,1
741,1818,,0,
741,1819,Shops_other,5,116
741,1820,,0,
742,1821,Construction,1,80
742,1822,Services_other,367,171
743,1823,Administration_schools,94,12
743,1824,,0,
744,1825,Health,62,6
744,1826,,0,
745,1827,,0,
745,1828,,0,
745,1829,Services_other,998,101
746,1830,Construction,1,82
746,1831,Health,28,7
746,1832,Services_other,483,210
747,1833,Indus_other,73,10
747,1834,Indus_other,42,6
747,1835,,0,
747,1836,Administration_schools,77,44
747,1837,Services_other,381,104
748,1838,Hotel_Restaurant,103,27
748,1839,Administration_schools,118,28
749,1840,,0,
749,1841,Transportation,1240,17
749,1842,Administration_schools,30,40
750,1843,Administration_schools,41,63
750,1844,Transportation,1036,6
751,1845,,0,
751,1846,Construction,1,74
752,1847,Transportation,559,13
752,1848,,0,
752,1849,Services_other,856,211
752,1850,Services_other,1390,145
753,1851,Services_other,437,132
753,1852,,0,
754,1853,Shops_other,7,3
754,1854,Shops_other,6,53
754,1855,Administration_schools,16,78
755,1856,Construction,2,75
755,1857,Administration_schools,78,52
756,1858,,0,
756,1859,Health,100,3
757,1860,Administration_schools,118,6
757,1861,Indus_other,25,6
757,1862,,0,
758,1863,Administration_schools,33,41
758,1864,Health,68,5
758,1865,Construction,2,24
758,1866,Indus_food,51,9
759,1867,Administration_schools,66,63
759,1868,Services_other,725,156
760,1869,Hotel_Restaurant,44,20
760,1870,,0,
761,1871,Services_other,1495,197
761,1872,,0,
762,1873,,0,
762,1874,Administration_schools,78,0
763,1875,Indus_other,61,12
763,1876,Health,261,5
763,1877,Health,135,7
764,1878,Services_other,1347,102
764,1879,,0,
764,1880,Services_other,83,239
764,1881,Shops_other,15,36
765,1882,,0,
765,1883,,0,
765,1884,Shops_other,14,57
765,1885,Services_other,260,122
766,1886,Agriculture_fishing,2,44
766,1887,Shops_other,12,56
767,1888,Transportation,567,19
767,1889,Indus_other,58,28
767,1890,Services_other,986,42
768,1891,Indus_other,73,2
768,1892,,0,
768,1893,Transportation,1341,2
769,1894,Administration_schools,58,39
769,1895,Services_other,593,195
769,1896,Services_other,510,118
770,1897,Administration_schools,76,6
770,1898,Shops_other,2,55
771,1899,Construction,1,18
771,1900,,0,
772,1901,Administration_schools,52,38
772,1902,,0,
773,1903,Services_other,260,66
773,1904,Services_other,1113,22
773,1905,Indus_other,27,31
774,1906,Transportation,498,13
774,1907,Hotel_Restaurant,96,33
774,1908,Administration_schools,33,68
774,1909,Health,168,1
775,1910,Administration_schools,67,22
775,1911,,0,
775,1912,Administration_schools,122,26
776,1913,Administration_schools,92,32
776,1914,,0,
777,1915,Shops_other,4,92
777,1916,,0,
778,1917,Services_other,739,178
778,1918,,0,
779,1919,Administration_schools,15,22
779,1920,,0,
780,1921,,0,
780,1922,Indus_other,44,29
781,1923,Shops_other,11,27
781,1924,Services_other,630,111
782,1925,Services_other,728,248
782,1926,Services_other,819,41
783,1927,,0,
783,1928,Indus_other,56,29
783,1929,Shops_other,10,72
784,1930,Hotel_Restaurant,5,32
784,1931,Shops_other,5,13
784,1932,Services_other,4,166
785,1933,Services_other,603,168
785,1934,Shops_other,12,7
786,1935,Health,208,6
786,1936,Shops_other,15,91
787,1937,Health,253,1
787,1938,Transportation,102,0
787,1939,Health,122,7
788,1940,Transportation,163,17
788,1941,Shops_other,5,2
788,1942,,0,
789,1943,Indus_other,20,36
789,1944,Shops_other,6,100
790,1945,Administration_schools,110,78
790,1946,Indus_other,42,20
791,1947,Health,272,3
791,1948,Shops_other,2,37
792,1949,,0,
792,1950,,0,
793,1951,,0,
793,1952,Services_other,319,145
794,1953,,0,
794,1954,Hotel_Restaurant,100,27
795,1955,Administration_schools,37,15
795,1956,Transportation,841,7
796,1957,,0,
796,1958,Shops_other,8,40
796,1959,,0,
797,1960,,0,
797,1961,Administration_schools,144,22
798,1962,Services_other,1451,103
798,1963,Services_other,940,48
799,1964,Shops_other,13,26
799,1965,,0,
800,1966,,0,
800,1967,,0,
801,1968,,0,
801,1969,Shops_other,8,28
802,1970,,0,
802,1971,,0,
803,1972,,0,
803,1973,Construction,2,73
804,1974,Services_other,1162,247
804,1975,,0,
805,1976,,0,
805,1977,,0,
806,1978,,0,
806,1979,,0,
807,1980,Services_other,1344,17
807,1981,Shops_other,12,124
807,1982,Shops_other,2,35
808,1983,Construction,2,45
808,1984,,0,
809,1985,Transportation,624,6
809,1986,,0,
809,1987,,0,
810,1988,Construction,1,14
810,1989,,0,
810,1990,Health,233,2
811,1991,,0,
811,1992,Construction,2,26
811,1993,Services_other,1358,7
811,1994,Construction,2,65
812,1995,Shops_other,6,43
812,1996,Agriculture_fishing,0,9
812,1997,Health,226,4
813,1998,,0,
813,1999,Indus_other,29,24
814,2000,Hotel_Restaurant,55,16
814,2001,Hotel_Restaurant,37,34
815,2002,Services_other,501,4
815,2003,,0,
816,2004,Indus_other,36,38
816,2005,Indus_other,47,15
817,2006,Transportation,1344,8
817,2007,Agriculture_fishing,2,73
818,2008,,0,
818,2009,,0,
818,2010,Indus_food,29,5
818,2011,Administration_schools,40,43
819,2012,Administration_schools,70,34
819,2013,,0,
820,2014,Administration_schools,128,53
820,2015,Administration_schools,20,58
821,2016,Administration_schools,80,47
821,2017,,0,
822,2018,Shops_other,14,19
822,2019,,0,
823,2020,Construction,1,33
823,2021,Administration_schools,141,19
823,2022,Administration_schools,101,80
824,2023,Shops_other,11,87
824,2024,Services_other,54,30
825,2025,Services_other,358,116
825,2026,Transportation,1158,5
825,2027,,0,
826,2028,Administration_schools,33,45
826,2029,Administration_schools,50,65
827,2030,,0,
827,2031,Health,199,2
828,2032,,0,
828,2033,Services_other,172,92
829,2034,Health,243,7
829,2035,Services_other,1336,22
830,2036,,0,
830,2037,,0,
831,2038,Administration_schools,42,12
831,2039,,0,
832,2040,,0,
832,2041,,0,
833,2042,Hotel_Restaurant,141,35
833,2043,,0,
834,2044,Services_other,294,194
834,2045,Administration_schools,105,79
835,2046,Services_other,701,143
835,2047,Health,291,5
836,2048,Agriculture_fishing,2,36
836,2049,Shops_other,6,122
837,2050,,0,
837,2051,Health,219,4
837,2052,,0,
838,2053,,0,
838,2054,Administration_schools,140,43
839,2055,,0,
839,2056,Shops_other,4,20
840,2057,,0,
840,2058,,0,
841,2059,Transportation,7,6
841,2060,,0,
841,2061,,0,
841,2062,,0,
841,2063,,0,
842,2064,Transportation,137,18
842,2065,,0,
842,2066,Services_other,1302,151
842,2067,Services_other,781,130
843,2068,Services_other,165,47
843,2069,Services_other,1190,26
844,2070,Administration_schools,45,0
844,2071,Administration_schools,139,22
844,2072,Administration_schools,94,43
845,2073,Administration_schools,119,12
845,2074,Agriculture_fishing,1,36
845,2075,,0,
845,2076,Administration_schools,120,53
846,2077,,0,
846,2078,,0,
846,2079,Services_other,1017,67
846,2080,Agriculture_fishing,3,64
846,2081,Transportation,1113,0
847,2082,,0,
847,2083,Services_other,408,37
848,2084,,0,
848,2085,Construction,1,34
848,2086,Shops_other,3,54
849,2087,,0,
849,2088,,0,
850,2089,Administration_schools,74,80
850,2090,Transportation,726,16
850,2091,Hotel_Restaurant,65,21
850,2092,Services_other,572,120
851,2093,Services_other,1376,166
851,2094,Services_other,1155,212
851,2095,,0,
852,2096,Services_other,740,2
852,2097,,0,
853,2098,Shops_other,2,51
853,2099,,0,
854,2100,,0,
854,2101,,0,
855,2102,Shops_other,8,52
855,2103,Health,224,6
856,2104,Administration_schools,17,76
856,2105,Administration_schools,62,42
857,2106,,0,
857,2107,,0,
858,2108,Health,82,1
858,2109,,0,
859,2110,,0,
859,2111,Transportation,179,18
859,2112,Shops_other,14,9
859,2113,,0,
860,2114,Health,266,1
860,2115,,0,
861,2116,Indus_other,34,25
861,2117,Administration_schools,13,62
862,2118,Agriculture_fishing,1,44
862,2119,Indus_other,68,2
863,2120,Shops_other,14,93
863,2121,Shops_other,10,11
864,2122,Indus_other,52,16
864,2123,Hotel_Restaurant,139,23
865,2124,Services_other,1476,234
865,2125,Services_other,1038,212
865,2126,,0,
866,2127,,0,
866,2128,,0,
866,2129,Indus_food,71,9
866,2130,,0,
866,2131,Transportation,349,8
867,2132,Health,92,3
867,2133,Construction,2,26
867,2134,Health,165,5
868,2135,,0,
868,2136,,0,
869,2137,,0,
869,2138,,0,
870,2139,,0,
870,2140,,0,
871,2141,Services_other,89,207
871,2142,Hotel_Restaurant,11,41
871,2143,,0,
871,2144,,0,
872,2145,Health,241,0
872,2146,Shops_other,4,108
872,2147,Services_other,1180,163
873,2148,Hotel_Restaurant,116,13
873,2149,Construction,2,6
874,2150,Services_other,855,61
874,2151,,0,
874,2152,,0,
875,2153,Health,252,7
875,2154,,0,
875,2155,Services_other,456,36
876,2156,Services_other,1240,57
876,2157,Shops_other,14,45
877,2158,Indus_other,42,2
877,2159,Health,186,4
877,2160,Health,69,6
878,2161,Administration_schools,84,2
878,2162,Services_other,1261,116
879,2163,Administration_schools,51,54
879,2164,Administration_schools,142,37
879,2165,Services_other,63,38
879,2166,Administration_schools,76,62
879,2167,Administration_schools,85,37
880,2168,,0,
880,2169,,0,
880,2170,,0,
881,2171,,0,
881,2172,,0,
881,2173,Shops_other,9,124
882,2174,Administration_schools,36,16
882,2175,,0,
883,2176,Indus_other,16,6
883,2177,Health,246,1
884,2178,Administration_schools,136,44
884,2179,Services_other,1268,211
884,2180,Shops_other,14,23
885,2181,Construction,1,67
885,2182,Services_other,928,22
886,2183,Administration_schools,116,13
886,2184,Shops_other,13,35
886,2185,Indus_other,25,23
887,2186,Shops_other,2,8
887,2187,Shops_other,8,113
888,2188,Services_other,1065,178
888,2189,,0,
889,2190,,0,
889,2191,Health,42,6
890,2192,,0,
890,2193,Hotel_Restaurant,84,37
891,2194,,0,
891,2195,,0,
892,2196,Health,32,2
892,2197,,0,
893,2198,,0,
893,2199,,0,
894,2200,,0,
894,2201,Indus_other,16,33
895,2202,Administration_schools,67,75
895,2203,Services_other,573,73
895,2204,Services_other,667,37
895,2205,Services_other,360,161
896,2206,Services_other,204,84
896,2207,Administration_schools,113,72
897,2208,,0,
897,2209,Construction,3,45
897,2210,,0,
898,2211,Administration_schools,100,25
898,2212,Services_other,1430,100
898,2213,Health,238,3
899,2214,Construction,1,5
899,2215,,0,
900,2216,Administration_schools,40,19
900,2217,,0,
901,2218,Administration_schools,27,49
901,2219,Hotel_Restaurant,61,39
902,2220,Health,206,1
902,2221,,0,
903,2222,Services_other,1208,149
903,2223,Health,295,1
